,breast,STAD,colon,HNSC,ovary,Renal,LUSC,LUAD,UCEC,PRAD,PAAD,PedBrain,GBM,HCC
TRAPPC6B,0.3263,-0.0013,0.281,0.4841,0.3922,0.0961,0.2822,0.3864,0.3638,-0.2848,0.3327,0.4781,0.4562,0.4374
PLD4,0.5309,0.1633,,0.5452,0.3035,0.4924,0.4771,0.3616,-0.3259,,0.4741,,0.8072,0.3877
ADSSL1,0.6948,0.1669,,0.5054,0.358,0.9304,0.7654,0.8483,0.6379,,0.2593,0.4809,0.8223,0.8167
MRPL52,0.0815,0.1092,0.1167,0.1436,0.0854,0.0938,0.1095,0.2516,0.3087,0.0866,0.2005,,0.0314,0.1534
FRMD6,0.7758,-0.0408,,0.7411,0.3816,0.3406,0.8265,0.6287,0.7539,,0.7099,,0.5314,0.4747
NAA30,0.3721,0.3061,0.4356,0.6159,0.2895,0.5185,0.4268,0.5094,0.4094,,0.1275,0.2062,0.5278,0.2058
ISCA2,0.4636,-0.0003,0.0979,0.4172,0.4736,0.5693,0.5907,0.5915,0.2651,0.2592,0.344,0.0493,0.4544,0.5166
ACOT4,0.4228,,-0.0239,,,0.4355,0.4941,0.3232,0.3102,,,,,0.7264
TTC8,0.5453,,,-0.0139,,0.3923,0.2772,0.3381,0.6704,,0.1005,0.4722,0.3867,0.3819
TC2N,0.6936,0.3862,,0.5583,0.6773,,0.8303,0.8667,0.7385,0.1061,0.6017,,,
SLC25A29,0.3822,0.1853,,0.1994,0.3968,0.3067,0.4103,0.4899,0.2505,0.2159,0.3916,,0.3252,0.2868
DEGS2,0.4409,0.5553,0.0149,,,,,,0.5303,,,,,
LEO1,0.188,0.1105,0.0219,0.1198,0.1436,0.247,0.3062,0.1281,0.4269,-0.002,0.1375,-0.0436,0.2871,0.5505
C15orf40,0.3875,0.1074,,0.4504,0.5269,0.3649,0.5514,0.4557,0.2937,,0.4212,,0.5062,0.1603
SENP8,0.4058,0.0825,0.1438,0.4118,0.3095,0.4999,0.4305,0.5274,0.4086,0.0037,0.1953,0.3033,0.4444,0.6349
MTFMT,0.3339,-0.0748,0.1556,0.3227,0.347,0.2206,0.5153,0.3165,0.2298,0.2017,0.2549,,0.1947,0.4091
TARSL2,0.3911,0.157,0.1494,0.2735,0.073,0.6243,0.5485,0.2737,0.5132,0.2439,0.1484,0.6284,0.6778,0.2195
HYKK,0.2871,,,,,0.084,0.6426,0.5194,0.6176,,,,0.5845,0.3547
WHAMM,0.1855,,,0.2759,,,0.3209,0.397,0.3077,,0.0988,,0.16,0.0575
NTAN1,0.49,0.2138,0.2283,0.6386,0.3144,0.4324,0.6736,0.5703,0.5511,0.2459,0.3368,,0.6729,0.8006
FOPNL,0.2297,,,,,0.2552,0.4339,0.4463,0.1863,,,,,
DCUN1D3,0.3142,0.2358,0.5822,0.594,0.3946,0.4779,0.5383,0.3823,0.4579,,0.3047,0.1846,0.0645,0.5556
CMTM3,0.3018,0.572,,,0.5575,,0.4408,0.4351,,,0.2221,0.6235,0.4423,0.7441
SPATA2L,0.1085,,,,,,0.0171,0.1554,,,-0.0492,,-0.1057,
SPATA33,0.3188,,,,,0.3984,0.5188,,0.5441,,,0.5614,0.4643,
CCDC78,0.0844,,,,,,0.3206,0.3935,0.5981,,,,,
ZG16B,0.5341,0.4934,,0.3644,,,0.6182,,0.6854,0.4225,0.7797,,,
ZC3H18,0.3037,0.1786,0.2285,0.508,0.237,0.2192,0.5021,0.5635,0.4237,0.3,0.3085,0.1001,0.3857,0.5729
CDYL2,0.6009,,,,,0.7297,0.785,0.684,0.6323,,0.3625,,,
ANKS3,0.2033,,0.0376,0.315,,0.373,0.0883,0.0902,-0.0774,,0.0454,,0.0723,
UBALD1,0.2733,,,0.195,,0.2338,0.1766,0.0575,0.1207,,-0.0147,,0.0206,
TMEM219,-0.1248,-0.1885,,,,,0.307,0.1102,0.1391,,-0.1386,,0.2014,0.383
EARS2,0.5103,0.1549,0.3392,0.4301,0.483,0.6626,0.6088,0.6074,0.5808,0.481,0.1868,0.3116,0.396,0.6399
SNX20,0.5926,-0.0298,,,,,0.7428,0.481,,,,,,
MSI2,0.7935,0.3496,0.4379,0.8221,0.6137,0.6121,0.7958,0.7203,0.5771,0.3706,0.4843,0.5684,0.7646,0.7445
SLC38A10,0.2219,0.1951,0.0201,0.2197,0.3249,0.4055,0.4006,0.3959,0.4213,0.315,0.3038,0.326,0.1672,0.5179
CANT1,0.67,0.4392,0.5272,0.5199,0.3559,0.5618,0.5615,0.5668,0.6344,0.377,0.6304,,0.4687,0.5276
OVCA2,0.3928,0.2349,0.2816,,0.4539,,,,,0.1274,,0.3714,,0.5623
USP43,0.3688,0.2325,0.0664,0.5823,,,0.6882,0.5314,0.8457,0.5348,0.3339,,0.3156,
HEXIM2,0.5474,,,0.226,0.2337,0.089,0.055,0.234,0.0117,,0.0878,,0.2935,0.564
LSM12,0.243,0.4506,0.2046,0.3409,0.1325,0.1325,0.1789,0.4665,0.2608,-0.2427,0.234,0.2564,0.395,0.5419
CCDC43,0.5746,0.4075,0.2159,0.4256,0.3585,0.5423,0.6971,0.5895,0.3436,-0.2214,0.1928,0.2652,0.2691,0.6271
SLC43A2,0.3022,0.4221,0.1874,0.4584,0.4139,0.5577,0.5429,0.5073,0.4497,,0.3693,0.4383,0.6718,0.6017
C17orf49,0.2361,0.2987,0.2364,0.4885,0.5441,0.1143,0.5341,0.2852,0.0197,,0.0672,,-0.0397,0.6963
ZFP3,0.1875,,,0.2766,0.0858,0.0301,0.3195,0.255,0.3337,,0.1045,,0.5358,
MRPL10,0.2609,0.1274,0.2249,0.2786,0.1073,-0.0641,0.4831,0.3447,0.2305,0.1519,0.1731,0.1583,0.1739,0.236
WDR81,0.3613,0.2938,0.1161,0.4808,0.4723,0.3636,0.4891,0.4737,0.2093,0.1528,0.3378,0.5364,0.4512,0.18
TBC1D16,0.4105,,,,,0.4218,0.2954,0.1699,0.4798,,0.0945,,0.6067,0.1416
AFMID,0.5523,0.0606,-0.1118,0.2712,0.16,0.3032,0.393,0.4423,0.1979,0.1973,0.1376,,0.0894,0.3384
MIEF2,0.1129,,,,,,,,,,,,,0.3165
FAM210A,0.2555,0.2384,0.0664,0.5915,0.3929,0.4675,0.7249,0.5225,0.3404,,0.6218,,0.1417,0.2544
LOXHD1,0.1338,0.3189,,,,,,,,,,,,
INO80C,0.1047,0.1162,,0.3545,,0.1293,0.2137,0.2768,0.1381,,0.2776,,0.1783,0.2493
TTC39C,0.7106,0.2362,,0.7295,0.4886,0.6078,0.8444,0.8185,0.755,,0.5508,0.2899,0.6238,0.3573
ZNF816,0.1623,,0.4299,,,,,,,,,,,
RAVER1,0.3561,0.1685,0.1336,0.433,0.365,0.3339,0.4896,0.4928,0.2817,0.1484,0.2102,0.5309,0.5105,0.367
C19orf70,0.0261,-0.0778,-0.0141,0.2114,0.1526,0.0563,0.3046,0.1608,0.1583,-0.1418,0.0669,,0.0566,0.2074
TRAPPC5,0.0878,-0.1348,0.0716,0.1058,0.121,-0.0773,0.0595,0.0505,-0.0483,-0.1612,0.0915,0.027,0.0706,0.2251
PCP2,0.5733,,,,,,,,,,,,,
OSCAR,0.2612,,,,,,0.3641,0.4811,,,0.1592,,,
ZNF813,0.1829,0.1355,,,,,,,0.3546,,,,,0.3809
ZNF440,-0.0069,,,,0.3706,,,,,,,,,
SWSAP1,0.1676,,,,,,0.3456,0.2286,,,,,,
JOSD2,0.1404,0.3132,,0.3564,,0.4886,0.3385,0.4177,0.5005,,0.0962,,0.3466,0.4231
ALDH16A1,0.4032,0.2021,0.244,0.6645,0.4851,0.4387,0.6306,0.6469,0.2868,0.2468,0.2023,0.5474,0.5646,0.5911
ZNF787,0.1719,0.3516,0.0959,0.403,0.4789,0.1064,0.5094,0.3264,0.4362,0.1552,0.4095,0.4594,0.3605,0.5295
TNFAIP8L1,0.2774,0.2275,,,,0.2381,0.3902,0.2701,0.2624,,,,0.1684,0.6883
IRGQ,0.3177,0.3029,0.1444,0.6399,0.4628,0.2406,0.6425,0.6991,0.4796,0.1659,0.2514,0.3829,0.6073,0.4557
ZNF428,0.2818,0.2416,0.1044,0.4918,0.4621,-0.022,0.4294,0.3092,0.2088,-0.0348,0.0144,0.4471,0.4543,0.378
MOB3A,0.3698,0.1287,0.1122,0.5886,0.2499,0.2637,0.6292,0.2946,0.2401,-0.0662,0.2663,0.1749,0.3818,0.6333
GIPC3,0.2277,0.1531,,-0.0534,,0.797,0.3868,0.2581,0.1276,,0.1917,,0.5708,0.0975
NDUFA11,-0.0445,0.062,-0.0662,0.089,0.0941,0.0921,0.2282,0.0997,0.1156,0.0751,0.0401,-0.049,0.1137,-0.1432
MISP,0.732,0.4328,0.5753,0.8686,0.6453,0.6049,0.8945,0.8334,0.9189,0.0331,0.7893,,,0.5632
LRRC25,0.406,0.2506,0.3793,0.4937,0.501,0.7988,0.6367,0.7094,0.6596,,0.0586,,0.8124,0.6001
WTIP,0.4371,,,,,0.4021,0.3138,0.1786,0.5441,,0.2104,,0.3797,
ZNF792,0.0634,,,,,,0.0155,0.2917,0.152,,,,,
NR2C2AP,0.4152,0.3083,0.2262,0.5328,0.6245,0.5536,0.7889,0.5354,0.4208,0.1933,0.0937,0.481,0.5998,0.4779
HSPB6,0.5448,0.4354,0.3982,0.6463,0.5825,0.6465,0.4008,0.5278,0.5744,0.2072,0.7281,0.561,0.4499,0.6655
CYP4F22,0.5482,,,0.6531,,,,,,,,,,0.55
RINL,0.1692,0.1125,-0.1428,0.2606,,,0.4347,0.3659,0.2027,,0.5133,,,
C19orf47,0.4899,0.501,,0.3194,0.508,0.3694,0.6311,0.5792,0.399,,0.1704,,0.4565,0.4582
C2CD4C,0.2,,,,,,,,0.2136,,,,0.6019,
GABPB2,0.4394,,,0.5253,0.272,0.4828,0.6103,0.4186,0.3539,,-0.0615,,0.2447,0.5458
SHE,0.5194,,,0.0229,,0.5272,0.6537,0.7838,0.6134,,,,,0.4818
KDF1,0.5056,0.2215,,0.3238,0.5626,0.5793,0.7817,0.702,0.5097,,0.5618,,,0.7236
CCSAP,0.2438,,,,0.333,,0.059,-0.036,0.0942,,,,0.5004,0.2781
PUSL1,0.2424,0.0886,,,0.2747,0.2583,0.441,0.506,0.0777,,0.0618,,0.3341,0.2093
B3GALT6,0.1292,0.0859,,0.3204,0.2373,0.1291,0.4094,0.3103,0.2245,0.23,0.0772,,0.3196,0.4825
IFFO2,0.3117,,,0.7173,,,0.7174,0.5537,,,,,0.2339,0.3205
ATXN7L2,0.1808,,0.2,,,,,,,,,,,
LYPLAL1,0.6237,0.1946,0.3007,0.6705,0.7947,0.296,0.5779,0.5213,0.8682,0.1919,0.2612,0.2444,0.3746,0.5034
TYW3,0.3161,0.2489,,0.2055,-0.0933,0.2598,0.4412,0.2231,0.4483,,0.1193,,0.2156,0.3317
TPRG1L,0.4621,0.3992,0.1938,0.6561,0.3225,0.3021,0.5785,0.5503,0.5982,0.2717,0.2791,0.5446,0.6018,0.5407
PRXL2B,0.6097,0.3836,0.3353,0.5096,0.5946,0.4908,0.5002,0.553,0.5622,0.4908,0.3566,0.5522,0.3992,0.7511
MYOM3,-0.0866,,,0.5807,-0.0723,,0.0395,,,0.2453,,,,
TCEANC2,-0.0089,,,0.063,-0.0007,,0.2226,-0.1639,0.2674,,,,0.0362,0.3044
PODN,0.7047,0.5331,0.3046,0.8019,0.5881,0.7803,0.5222,0.7332,0.6768,0.4302,0.6205,,0.3159,0.6369
DNAH14,-0.0746,-0.0451,,,-0.1191,,,,-0.0978,,,,,0.2908
C1orf122,0.2586,0.1779,0.1843,0.5758,0.3832,0.6524,0.5792,0.507,0.5634,,0.094,,0.2464,0.5065
OSCP1,0.7097,0.1061,,0.2551,0.5352,0.7161,0.5195,0.6543,0.8292,,0.37,0.6216,0.6345,
KLHDC7A,0.6786,-0.0954,,,,0.6747,0.5025,0.6379,0.6038,,0.5815,,,0.4751
UBXN10,0.729,,,,,,,0.7526,0.8429,,,,,0.5392
ARL8A,0.254,0.2193,0.2245,0.3989,0.2881,0.4227,0.3943,0.3658,0.4562,0.2097,0.2928,0.4013,0.3863,0.4343
SYT2,-0.1373,,,,,,0.0337,0.448,,,,0.5433,0.4893,
FCRLB,0.2071,,,,,,,,,,,,,
C1orf131,0.2861,0.0891,,0.2221,0.1445,0.0584,0.6411,0.1837,0.2505,,0.0296,,0.1033,0.3977
LIX1L,0.6865,,0.5754,0.7026,0.5088,0.6594,0.7805,0.7041,0.7256,,0.4324,0.3045,0.5782,
EDARADD,0.7421,0.0177,,0.5059,,,0.9111,0.5803,0.507,,,,,0.7302
IQGAP3,0.373,0.1092,0.0441,0.3573,0.0027,-0.0088,0.47,0.2943,0.4185,0.307,-0.0338,,0.1595,0.0506
NAXE,0.5658,0.0832,0.3558,0.5605,0.4356,0.4909,0.7469,0.6716,0.5664,0.3108,0.3649,,0.56,0.5701
ARHGEF19,0.2712,,,0.0946,,,0.5591,0.4838,-0.0369,,,,,
MRPL55,0.1388,0.0244,0.0805,0.0113,0.1369,0.2258,0.2313,0.1581,0.0236,0.0207,-0.1409,,0.0067,0.1425
HIST3H2BB,-0.0489,,,0.1157,0.2006,,,0.2584,0.0373,,0.0072,0.4442,0.2115,0.1438
TATDN3,0.5229,-0.0523,,0.4734,0.2028,0.5042,0.5967,0.4939,0.5003,0.3213,0.314,0.2845,0.5785,0.5744
VSTM2L,0.7237,,,,,,,0.8435,,0.3284,0.7941,,0.5763,
FITM2,0.3657,0.087,0.3094,0.4864,0.5347,0.3195,0.538,0.6174,0.3917,0.3266,0.0884,,0.3998,0.5597
TBC1D20,0.3561,0.062,0.0959,0.4607,0.2844,0.2928,0.3737,0.4662,0.3624,,0.3401,0.2475,0.5447,0.579
SLX4IP,0.1745,,,,,,0.3983,0.1453,,,,,,
CHMP4B,0.3911,0.2676,0.5938,0.4963,0.4861,0.6032,0.675,0.6617,0.6437,0.0243,0.4146,0.3322,0.5644,0.6014
PIGU,0.3197,0.4,0.2741,0.3535,0.5522,0.3737,0.4534,0.6041,0.4132,,0.3799,0.4935,0.4749,0.6677
TANGO2,0.2647,0.1935,0.1195,0.4526,0.3182,0.4903,0.4383,0.4204,0.2275,0.4896,-0.0346,0.4633,0.4705,0.4919
ZNF280A,-0.1799,,,,,,,,,,,,-0.2504,
ANKRD54,0.2069,0.1455,0.3917,0.5006,0.2723,0.1945,0.525,0.3146,0.1632,,-0.0195,0.259,0.4637,0.3876
PPP1R21,0.3637,0.2579,0.1849,0.4954,0.6139,0.5699,0.3124,0.4722,0.6668,0.273,0.2393,0.4429,0.5916,0.7115
NUP35,0.0683,0.1989,0.111,0.4624,0.1954,0.3386,0.4684,0.3256,0.478,0.2313,0.2999,0.5031,0.4079,0.2456
XIRP2,0.0679,,0.109,0.7236,-0.0067,,-0.0886,,,,0.0291,,,
TYW5,0.3265,0.1277,,0.2167,0.2289,0.4465,0.3077,0.2544,0.2384,,0.2754,-0.1813,0.1823,0.4159
MITD1,0.2809,0.1065,,0.1571,-0.0252,0.193,0.1186,0.2924,0.2308,,0.265,,0.0826,0.2073
DIS3L2,0.4433,0.1269,0.0987,0.4947,0.5032,0.4351,0.4948,0.4213,0.1769,0.0761,0.1465,0.4477,0.313,0.4125
CMPK2,0.7575,0.5781,0.4507,0.9281,0.7952,0.7644,0.9066,0.8549,0.8283,0.0001,0.7703,0.4669,0.853,0.825
MBOAT2,0.502,0.3868,0.6982,0.7608,0.5807,0.6371,0.7999,0.8025,0.6514,0.1958,0.6111,,0.6282,0.2067
TAF8,0.2389,0.0323,0.0582,0.2352,0.3022,0.0788,0.335,0.1851,0.2008,,-0.0175,,0.1707,0.0251
FBLN7,0.496,,,0.5304,0.4485,0.7343,0.4632,0.3209,0.3125,-0.0767,0.3421,0.5949,0.7799,0.4442
RBM45,0.4047,0.1824,0.2503,0.2901,0.1145,0.1704,0.4684,0.3355,0.49,-0.1912,0.1983,0.5444,0.3192,0.1151
BBS5,0.2135,,,,,0.3444,0.2958,0.3096,0.464,,0.3695,0.2834,0.3902,
CCDC173,0.028,,0.0204,,,,0.1372,0.041,,,,,,
ICA1L,-0.053,,,,,,,,0.5358,,,0.3009,0.5018,
FAM168B,0.265,,,,-0.012,,,,,,,,,
AP1S3,0.4908,0.3609,,0.7264,0.2668,0.7427,0.6764,0.4992,0.6475,,0.4836,,,0.2015
C2orf76,0.2058,-0.0111,,-0.0047,0.2632,0.1642,0.2289,0.2689,0.2763,,0.0817,,0.1588,0.5752
UBR3,0.314,-0.0064,0.0678,0.5229,0.3948,0.311,0.6397,0.5487,0.3539,0.1471,0.2209,0.2702,0.5105,0.418
KCTD18,0.4091,0.3555,,0.4492,0.3732,0.3126,0.511,0.4768,0.3035,,0.1194,,0.0302,0.4862
ZNF513,-0.0658,,,,,,-0.0171,0.2934,0.1974,,,,0.0754,
GALM,0.6442,0.3463,0.3866,0.7829,0.7334,0.7754,0.8551,0.7728,0.8721,0.6054,0.6808,0.5973,0.7356,0.7918
ZFAND2B,0.3414,0.2313,0.3207,0.5046,0.2805,0.4454,0.617,0.3097,0.4998,-0.0753,0.0605,,0.2042,0.3333
PQLC3,0.2605,0.213,0.2219,0.6062,0.2172,0.3375,,0.2682,,0.0978,0.3287,,,0.3023
MTERF4,0.124,0.1265,-0.0282,0.4885,0.4791,0.2959,0.3138,0.0902,0.0338,0.2717,0.2504,,0.0331,0.2146
CCDC148,-0.0094,,0.0593,,,,,,,,,,,
CCDC58,0.33,0.3177,0.2034,0.5676,0.3907,0.4874,0.7956,0.5732,0.5426,0.0047,0.3182,0.2807,0.2714,0.2567
DNAJC19,0.4197,0.3451,0.2546,0.5685,0.2683,0.1319,0.641,0.3138,0.0107,0.2097,0.0417,0.1448,0.1638,0.3015
CHCHD4,0.4307,-0.0694,0.138,0.2358,0.6455,0.433,0.6114,0.5008,0.3147,0.1652,0.2662,,-0.0464,0.5254
CRYBG3,0.7805,0.343,0.1463,0.7809,0.482,0.8018,0.8944,0.8405,0.8552,,0.551,0.4355,0.8123,0.6471
DCBLD2,0.1523,0.0576,,0.3572,0.4356,0.5804,0.569,0.6125,0.5406,,0.6935,,0.5005,
LRRC15,0.7529,0.3078,0.489,0.8891,0.6846,,0.8868,0.9095,0.3637,,0.8607,,0.7592,
NUDT16,0.4315,0.2919,0.1266,0.6411,0.4151,0.3896,0.5968,0.5508,0.4974,0.129,0.2463,0.5102,0.5978,0.5711
COL6A6,0.4757,0.1881,,0.5817,0.5249,,0.5481,0.5409,,,0.3065,,,0.2572
TAMM41,0.3385,0.0968,0.4276,0.2842,0.3108,0.1322,0.3518,0.1718,0.2352,0.215,0.0061,0.2238,0.0686,0.5054
PPM1M,0.3302,,,0.1763,,0.52,0.6002,0.2713,0.5397,,0.1128,,0.5301,
OCIAD2,0.5475,0.2624,0.4191,0.7772,0.6717,0.5682,0.8235,0.7984,0.7282,0.1676,0.5697,0.6938,0.862,0.8134
SCLT1,0.0397,,,0.219,,,0.4454,0.1366,0.1742,,,,0.0456,
C4orf33,0.1613,0.1422,-0.0413,0.3749,0.3599,0.2717,0.3301,0.1195,0.3658,,0.1614,,0.0588,0.2576
LIN54,0.2901,-0.0532,,0.2643,0.0093,0.2845,0.4056,0.1196,0.5522,,0.154,,0.0543,0.286
SPATA18,0.5508,0.2903,,0.1552,0.4723,0.8428,0.6001,0.6263,0.9053,,,0.7299,0.7309,0.1701
FAM241A,0.3872,0.5471,,0.5927,,0.6735,0.6816,0.4925,0.5793,,0.163,,0.7072,0.7445
GNPDA2,0.5095,0.1386,0.1665,0.378,0.3259,0.4005,0.1705,0.2581,0.4088,-0.0102,0.0503,0.0484,0.1484,0.2674
CPEB2,0.6482,0.1855,,0.7254,0.1174,0.4939,0.3993,0.507,,,0.0999,0.2232,0.3924,0.5376
ENPP6,0.3422,0.2743,,,0.4761,0.1261,,,,0.2984,,0.589,0.6454,
SETD9,0.4694,,0.0702,,,0.4808,0.3821,0.8115,0.4565,,,,,0.5472
EMB,0.2389,0.0273,,0.6204,0.3927,0.2218,0.4731,0.6285,0.1088,0.5257,0.4923,,0.5827,0.4337
EGFLAM,0.2652,,,0.4162,-0.039,,0.4913,0.41,0.6652,,,,,0.2706
PRRC1,0.5299,0.1951,0.3177,0.5063,0.5127,0.5525,0.6028,0.7597,0.5082,0.299,0.4149,0.6034,0.5728,0.4357
NADK2,0.7175,0.1887,0.2071,0.6765,0.6645,0.4488,0.6462,0.6688,0.5917,0.3237,0.3611,0.6528,0.6722,0.7888
JMY,0.2855,0.171,0.1817,0.3946,0.0809,0.4065,0.4617,0.2764,0.5626,,0.203,,0.5905,0.4785
CCDC127,0.488,0.4238,0.1735,0.6218,0.5103,0.4973,0.725,0.4909,0.4168,-0.3353,0.1185,0.1683,0.2027,0.3123
CMBL,0.8073,0.3856,0.5771,0.7139,0.8393,0.8756,0.9165,0.9423,0.8093,0.4175,0.7248,0.6487,0.7608,0.8888
DNAJC21,0.4214,0.1979,0.1297,0.6012,0.437,0.5889,0.7828,0.6818,0.4087,0.0802,0.1867,,0.4291,0.4396
AFAP1L1,0.3674,,0.0778,0.7307,0.368,0.8478,0.7568,0.5886,0.2792,,0.0641,,0.8272,0.3034
GRPEL2,0.4441,,,0.6192,,0.2772,0.5234,0.3909,0.4748,,,,0.521,0.3457
POC5,0.2777,0.0133,,0.1602,0.3876,0.247,0.3043,0.1671,0.5512,,0.028,,0.184,0.2383
WDR36,-0.0372,0.2351,0.0947,0.1999,0.2624,0.3795,0.2935,0.2485,0.2108,0.1365,0.3635,0.4481,0.4333,0.2276
NUDCD2,0.5458,0.2888,0.3189,0.5385,0.6448,0.4423,0.5945,0.6696,0.4436,-0.1658,0.3177,0.3806,0.4541,0.4033
UBLCP1,0.546,0.2937,0.2073,0.3864,0.4283,0.4021,0.7377,0.695,0.402,-0.0783,0.2052,0.1917,0.317,0.527
SHROOM1,0.7591,0.1738,,0.2069,,0.2374,0.4785,0.5827,0.5346,0.0632,0.378,,0.6201,0.5941
C5orf24,0.2552,-0.0994,0.2154,0.1691,0.2415,0.2805,0.3578,0.3821,0.2589,-0.3915,0.293,,0.4137,0.3127
ADAT2,0.4296,,,0.2552,,0.4195,0.4408,0.2251,0.5293,,0.181,,0.4494,0.0408
STXBP5,0.4717,0.4085,0.2165,0.6771,0.5257,0.3057,0.6788,0.561,0.7316,0.2232,0.4409,0.5438,0.5854,0.2445
NCOA7,0.5636,0.058,0.1551,0.2711,0.2973,0.8021,0.7515,0.5976,0.4777,,0.1677,0.6277,0.6244,0.5087
HINT3,0.6782,0.1045,0.4411,0.4433,0.5952,0.3813,0.5858,0.6849,0.5046,0.0793,0.3597,0.4442,0.4881,0.5884
SDHAF4,0.4344,0.4261,,0.4641,0.448,0.4236,0.5662,0.198,0.2702,,0.2196,,0.2594,0.3506
CD109,0.7957,0.4631,0.4038,0.8103,0.7604,0.6789,0.864,0.736,0.7342,0.1666,0.6828,0.802,0.8794,0.3318
PM20D2,0.7303,0.3177,0.4642,0.8254,0.8392,0.749,0.8184,0.8477,0.8455,0.4049,0.5189,0.7321,0.7287,0.786
SRSF12,0.0603,,,,0.2106,,0.3736,-0.0069,0.4813,,,,0.6701,
MTPN,0.3981,0.1214,0.0284,0.519,0.5926,0.4171,0.2877,0.4719,0.3579,,0.1146,0.1785,0.6209,0.2086
MPLKIP,0.1364,,,0.2884,0.097,0.2448,0.1468,0.1032,0.1293,,-0.1525,,0.3971,0.2746
CLDN23,0.3588,0.5605,,,,,0.2094,0.5771,,,0.6642,,,0.3524
FAM92A,0.3134,,,0.3742,,0.2508,0.3108,0.1254,0.3067,,0.239,,0.1154,
VPS37A,0.5166,0.2811,0.2476,0.478,0.4547,0.3802,0.5686,0.6753,0.5166,0.4297,0.3979,0.0092,0.3363,0.5368
NDUFAF6,0.447,0.2646,0.0715,0.1564,0.3718,0.3165,0.2009,0.3834,0.2387,-0.0065,0.1072,0.03,0.1653,0.3878
TMEM68,0.3157,0.4017,0.4324,0.5837,0.3906,0.3754,0.6819,0.593,0.0734,0.1591,0.2845,0.1479,0.3541,0.5712
ADHFE1,0.5051,0.2792,,0.3481,0.468,0.3207,0.4396,0.5286,,0.4876,0.5225,0.4987,0.5907,0.718
UBXN2B,0.6255,0.2621,,0.453,0.2752,0.4325,0.3978,0.5352,0.4153,,0.326,0.2439,0.4869,0.5669
PXDNL,-0.0597,,,,,0.2051,,,,,,,0.3233,
GPAT4,0.3951,0.2048,0.2959,0.5096,0.3933,0.3788,0.7459,0.6488,0.4058,-0.0178,0.374,,0.1423,0.4153
RALYL,0.1348,,-0.0434,,-0.0297,0.1785,,0.255,,,0.2877,0.1322,0.5135,
HGSNAT,0.1652,0.4594,,0.4333,0.3385,0.4229,0.3545,0.6289,0.3325,,-0.0111,,0.2482,0.4526
NACC2,-0.0155,,,-0.017,,0.0696,0.1031,0.1391,0.1628,,,0.5451,0.3305,0.0939
CARNMT1,0.4135,0.3385,0.0539,0.6668,0.458,0.4645,0.6572,0.6301,0.6497,,0.2161,,0.3052,0.5815
PTRH1,0.2554,0.3081,-0.0336,-0.0057,0.2996,0.1419,-0.1337,-0.0421,-0.1151,0.1548,0.1209,0.3513,-0.0041,0.4883
PTPDC1,0.2403,,,0.0655,,,0.2991,0.2665,,,,,0.517,
RPP25L,0.1854,0.2866,0.0305,0.5182,0.1531,0.1615,0.3566,0.3497,0.082,-0.347,-0.0753,,0.1881,0.1125
SLITRK4,0.3312,,,,,0.2865,,,,,,,0.7089,
APOOL,0.3391,-0.0206,0.2621,0.2356,0.1739,0.3946,0.2453,0.4731,0.2767,0.1511,0.1779,-0.0539,0.111,0.226
FUNDC1,0.3996,0.2734,0.329,,,0.1176,,,0.0725,,0.2745,,0.0619,0.0124
UPRT,0.4291,0.0851,,0.5291,0.237,0.2109,0.6484,0.4492,0.3923,0.0655,0.323,0.2947,0.476,0.4758
RBMXL3,0.1193,,,,,,,,-0.0816,,,,,
DOCK11,0.6446,0.2259,0.4141,0.8587,0.6619,0.8888,0.9076,0.858,0.8666,0.0799,0.7815,0.5502,0.8743,0.6826
SPIN4,-0.1253,,,,,,,,,,,,,
ASB6,0.3205,,,0.3383,,0.1596,0.4281,0.2705,0.3743,,-0.0294,,0.2815,0.0985
ASB7,0.0423,,,0.2136,,,0.6137,,0.2694,,0.2527,,,
ASB8,0.1103,,,,,,0.3485,0.3817,,,,,,0.2311
ASB9,0.4291,0.2635,0.3349,0.308,0.2975,0.4283,0.6259,0.6287,0.3984,,0.5076,,,0.8684
MYL6B,0.1017,0.1919,-0.0078,0.5237,-0.0227,0.2188,0.2565,0.2362,-0.1775,-0.1813,0.1679,0.2268,0.1412,0.2162
ZNF358,0.2011,,,,0.3833,0.2266,0.4816,0.1541,0.2428,,,,0.2361,0.487
MYO3B,0.0756,,,,,,0.3393,0.1969,0.4187,,0.1216,-0.1034,,
S100A16,0.5729,0.4739,0.634,0.7102,0.7499,0.6081,0.8861,0.7624,0.8839,0.2216,0.6815,0.5891,0.6383,0.7286
TCEAL2,0.1601,,,,0.4176,0.0506,,,0.6094,,,0.5596,0.78,
SELENOM,0.6191,0.4241,0.2825,0.7552,0.7191,0.8459,0.8091,0.7475,0.8058,0.5442,0.1902,,0.8179,0.825
NEK7,0.4225,0.1575,0.2954,0.5842,0.1547,0.3519,0.5398,0.6371,0.6805,0.4463,0.5649,0.8146,0.6302,0.481
ACTRT2,,,,,,-0.0259,,,0.065,,0.2526,,,
NOL4L,0.642,0.2081,0.3974,0.2963,0.2686,0.2326,0.655,0.4157,0.5588,,0.4122,,0.5331,
BRI3BP,0.055,0.3312,0.3349,0.3398,0.7371,0.3529,0.5307,0.406,0.1207,0.0345,0.145,0.544,0.2605,0.589
